time;;;bed1;;;bed2;;;bed3;;;bed4;;;bed1_lp;;;bed2_lp;;;bed3_lp;;;bed4_lp;;;eq_left;;;ecg;;;meds;;;phone;;;people_together
235;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[{0, 1}]
236;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[{0, 1}]
237;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[{0, 1}]
238;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[{0, 1}]
239;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[{0, 1}]
240;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[{0, 1}]
241;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[{0, 1}]
242;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[{0, 1}]
243;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[{0, 1}]
244;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[{0, 1}]
245;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[]
246;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[{0, 1}]
247;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[{0, 1}]
248;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[{0, 1}]
249;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[{0, 1}]
250;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[{0, 1}]
251;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[{0, 1}]
252;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[{0, 1}]
253;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[{0, 1}]
254;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[]
255;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[{0, 1}]
256;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[]
257;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[{0, 1}]
258;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[{0, 1}]
259;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[]
260;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[]
261;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[{0, 1}]
262;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[]
263;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[]
264;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[]
265;;;0;;;0;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[]
266;;;0;;;0;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[{0, 1}]
267;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[]
268;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;[]
269;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
270;;;0;;;0;;;2;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;[]
271;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
272;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
273;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[]
274;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
275;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
276;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
277;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
278;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
279;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
280;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
281;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
282;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
283;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
284;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
285;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
286;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
287;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
288;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
289;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
290;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
291;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
292;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
293;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
294;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
295;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
296;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
297;;;0;;;0;;;1;;;2;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1, 2}]
298;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1, 2}]
299;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[]
300;;;0;;;0;;;1;;;3;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
301;;;0;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[{0, 3}]
302;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 2}]
303;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 2}]
304;;;1;;;0;;;1;;;3;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
305;;;0;;;0;;;1;;;3;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
306;;;0;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
307;;;0;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
308;;;0;;;0;;;1;;;3;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
309;;;0;;;0;;;1;;;3;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
310;;;0;;;0;;;1;;;3;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
311;;;0;;;0;;;1;;;3;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
312;;;0;;;0;;;1;;;3;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
313;;;0;;;0;;;1;;;3;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
314;;;0;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
315;;;0;;;0;;;1;;;3;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
316;;;0;;;0;;;1;;;3;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
317;;;0;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
318;;;0;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
319;;;0;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
320;;;0;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
321;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
322;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;[]
323;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
324;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;1;;;0;;;0;;;0;;;[]
325;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
326;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
327;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
328;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
329;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
330;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
331;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
332;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
333;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
334;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
335;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
336;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
337;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
338;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
339;;;1;;;0;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
340;;;1;;;0;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
341;;;1;;;0;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
342;;;1;;;0;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
343;;;1;;;0;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
344;;;1;;;0;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
345;;;1;;;0;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
346;;;1;;;0;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
347;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
348;;;0;;;0;;;2;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
349;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
350;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;[]
351;;;0;;;0;;;2;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[{0, 2}]
352;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;1;;;0;;;0;;;0;;;[]
353;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 1}]
354;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
355;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 2}]
356;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 2}]
357;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
358;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 2}]
359;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 2}]
360;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 2}]
361;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 2}]
362;;;0;;;0;;;2;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[{0, 2}]
363;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 2}]
364;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{1, 2}]
365;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{1, 2}]
366;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{1, 2}]
367;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{1, 2}]
368;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 2}]
369;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 2}]
370;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 2}]
371;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 2}]
372;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{1, 2}]
373;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{1, 2}]
374;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 2}]
375;;;0;;;1;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;[]
376;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;[]
377;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
378;;;0;;;1;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
379;;;0;;;1;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
380;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[]
381;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[]
382;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
383;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
384;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
385;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
386;;;1;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
387;;;1;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
388;;;1;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
389;;;1;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
390;;;1;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
391;;;1;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
392;;;1;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
393;;;1;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
394;;;1;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
395;;;1;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
396;;;1;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
397;;;1;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
398;;;1;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
399;;;1;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
400;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
401;;;0;;;0;;;1;;;1;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
402;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;[]
403;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;[]
404;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;[]
405;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;1;;;1;;;0;;;[]
406;;;0;;;0;;;1;;;0;;;0;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;[]
407;;;0;;;0;;;2;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
408;;;0;;;0;;;2;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
409;;;0;;;0;;;2;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
410;;;0;;;0;;;2;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
411;;;0;;;0;;;2;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
412;;;0;;;0;;;2;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
413;;;0;;;0;;;2;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
414;;;0;;;0;;;2;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
415;;;0;;;0;;;2;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
416;;;0;;;0;;;2;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
417;;;0;;;0;;;2;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
418;;;0;;;0;;;2;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
419;;;0;;;0;;;2;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
420;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
421;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
422;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
423;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;[]
424;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
425;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
426;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
427;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
428;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
429;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
430;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;[]
431;;;1;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
432;;;0;;;1;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;;;[]
433;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;1;;;0;;;0;;;[]
434;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
435;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
436;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
437;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 3}]
438;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;1;;;0;;;0;;;0;;;0;;;[{0, 1}]
439;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
440;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
441;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
442;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
443;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
444;;;1;;;0;;;1;;;1;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
445;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 2}]
446;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
447;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
448;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 3}]
449;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 3}]
450;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 2}]
451;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
452;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 3}]
453;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
454;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 3}]
455;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 3}]
456;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 3}]
457;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 1}]
458;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 2}]
459;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
460;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
461;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 3}]
462;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 3}]
463;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 3}]
464;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{1, 3}]
465;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 3}]
466;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{1, 3}]
467;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 3}]
468;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 3}]
469;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{1, 3}]
470;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 2}]
471;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 2}]
472;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 3}]
473;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[{0, 3}]
474;;;1;;;0;;;1;;;2;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;[]
